subid,subage,condition,trial,agent,novel,pick,leftObject,rightObject,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age,experiment
190425_10_nov,3,dis_novelty,10,Tiger,right,t04,t04,t17,0,14118,2019-04-25,MM,keep,M,2016-01-25,3.249315068493151,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,1,Dog,left,t15,t13,t15,0,29751,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,2,Bear,right,t06,t12,t06,1,8438,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,3,Elephant,left,t10,t11,t10,0,7874,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,4,Cat,right,t16,t21,t16,1,7548,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,5,Monkey,right,t19,t18,t19,1,9011,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,6,Beaver,left,t07,t14,t07,0,7190,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,7,Sheep,left,t20,t09,t20,0,6802,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,8,Tiger,left,t02,t04,t02,0,5361,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,9,Mouse,right,t05,t22,t05,1,6459,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_11_nov,2,dis_novelty,10,Pig,right,t08,t03,t08,1,5373,2019-04-25,MM,keep,F,2017-03-17,2.106849315068493,TRUE,dis_novelty
190425_12_nov,3,dis_novelty,1,Beaver,right,t13,t03,t13,1,9022,2019-04-25,MM,keep,M,2015-06-03,3.8958904109589043,TRUE,dis_novelty
190425_12_nov,3,dis_novelty,2,Monkey,left,t18,t19,t18,0,6674,2019-04-25,MM,keep,M,2015-06-03,3.8958904109589043,TRUE,dis_novelty
190425_12_nov,3,dis_novelty,3,Cat,right,t02,t04,t02,1,7057,2019-04-25,MM,keep,M,2015-06-03,3.8958904109589043,TRUE,dis_novelty
190425_12_nov,3,dis_novelty,4,Dog,left,t09,t05,t09,0,5238,2019-04-25,MM,keep,M,2015-06-03,3.8958904109589043,TRUE,dis_novelty
190425_12_nov,3,dis_novelty,5,Bunny,left,t12,t14,t12,0,7173,2019-04-25,MM,keep,M,2015-06-03,3.8958904109589043,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,1,Sheep,right,t12,t12,t21,0,7430,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,2,Monkey,left,t17,t10,t17,0,10398,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,3,Bunny,right,t18,t02,t18,1,7918,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,4,Cat,right,t22,t16,t22,1,9706,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,5,Tiger,right,t20,t05,t20,1,7988,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,6,Dog,left,t19,t06,t19,0,6590,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,7,Bear,left,t09,t09,t03,1,6245,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,8,Elephant,right,t14,t08,t14,1,6223,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,9,Frog,left,t11,t15,t11,0,7239,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190501_2_nov,2,dis_novelty,10,Beaver,left,t07,t07,t13,1,7764,2019-05-01,MM,keep,M,2016-08-30,2.6684931506849314,TRUE,dis_novelty
190502_1_nov,3,dis_novelty,1,Bear,right,t15,t03,t15,1,7466,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_1_nov,3,dis_novelty,2,Bunny,left,t05,t05,t13,1,7431,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_1_nov,3,dis_novelty,3,Frog,right,t14,t02,t14,1,9641,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_1_nov,3,dis_novelty,4,Cat,left,t07,t07,t04,1,6636,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_1_nov,3,dis_novelty,5,Dog,right,t09,t11,t09,1,7454,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_2_nov,3,dis_novelty,1,Dog,left,t17,t11,t17,0,8481,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_2_nov,3,dis_novelty,2,Mouse,right,t04,t04,t21,0,9357,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_2_nov,3,dis_novelty,3,Bunny,right,t03,t03,t13,0,7115,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_2_nov,3,dis_novelty,4,Pig,right,t01,t01,t22,0,7955,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_2_nov,3,dis_novelty,5,Bear,right,t09,t09,t07,0,17492,2019-05-02,MM,keep,F,2016-04-24,3.021917808219178,TRUE,dis_novelty
190502_3_nov,2,dis_novelty,1,Sheep,left,t15,t15,t09,1,8386,2019-05-02,MM,keep,M,2016-08-18,2.7041095890410958,TRUE,dis_novelty
190502_3_nov,2,dis_novelty,2,Monkey,right,t02,t07,t02,1,13881,2019-05-02,MM,keep,M,2016-08-18,2.7041095890410958,TRUE,dis_novelty
190502_3_nov,2,dis_novelty,3,Mouse,left,t01,t21,t01,0,7299,2019-05-02,MM,keep,M,2016-08-18,2.7041095890410958,TRUE,dis_novelty
190502_3_nov,2,dis_novelty,4,Beaver,left,t20,t16,t20,0,6435,2019-05-02,MM,keep,M,2016-08-18,2.7041095890410958,TRUE,dis_novelty
190502_3_nov,2,dis_novelty,5,Cat,left,t05,t22,t05,0,6893,2019-05-02,MM,keep,M,2016-08-18,2.7041095890410958,TRUE,dis_novelty
190502_4_nov,2,dis_novelty,1,Mouse,right,t12,t12,t19,0,6034,2019-05-02,MM,keep,M,2016-08-30,2.671232876712329,TRUE,dis_novelty
190502_4_nov,2,dis_novelty,2,Pig,right,t18,t18,t21,0,6528,2019-05-02,MM,keep,M,2016-08-30,2.671232876712329,TRUE,dis_novelty
190502_4_nov,2,dis_novelty,3,Bear,right,t02,t14,t02,1,11494,2019-05-02,MM,keep,M,2016-08-30,2.671232876712329,TRUE,dis_novelty
190502_4_nov,2,dis_novelty,4,Cat,left,t01,t15,t01,0,5175,2019-05-02,MM,keep,M,2016-08-30,2.671232876712329,TRUE,dis_novelty
190502_4_nov,2,dis_novelty,5,Sheep,left,t22,t06,t22,0,7563,2019-05-02,MM,keep,M,2016-08-30,2.671232876712329,TRUE,dis_novelty
190502_6_nov,2,dis_novelty,1,Tiger,left,t22,t01,t22,0,12499,2019-05-02,MM,keep,F,2016-12-28,2.3424657534246576,TRUE,dis_novelty
190502_6_nov,2,dis_novelty,2,Pig,left,t19,t04,t19,0,9708,2019-05-02,MM,keep,F,2016-12-28,2.3424657534246576,TRUE,dis_novelty
190502_6_nov,2,dis_novelty,3,Monkey,left,t21,t07,t21,0,11216,2019-05-02,MM,keep,F,2016-12-28,2.3424657534246576,TRUE,dis_novelty
190502_6_nov,2,dis_novelty,4,Beaver,right,t20,t03,t20,1,10423,2019-05-02,MM,keep,F,2016-12-28,2.3424657534246576,TRUE,dis_novelty
190502_6_nov,2,dis_novelty,5,Bunny,right,t17,t09,t17,1,17760,2019-05-02,MM,keep,F,2016-12-28,2.3424657534246576,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,1,Sheep,left,t22,t12,t22,0,23177,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,2,Bear,left,t15,t02,t15,0,10289,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,3,Elephant,right,t10,t10,t03,0,12721,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,4,Mouse,right,t18,t13,t18,1,13645,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,5,Bunny,left,t16,t01,t16,0,10208,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,6,Cat,right,t09,t05,t09,1,12290,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,7,Frog,right,t21,t14,t21,1,12866,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,8,Tiger,right,t06,t11,t06,1,7543,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,9,Beaver,right,t17,t07,t17,1,12107,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_7_nov,2,dis_novelty,10,Dog,left,t20,t08,t20,0,10394,2019-05-02,MM,keep,M,2017-04-26,2.0164383561643837,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,1,Pig,right,t13,t06,t13,1,7238,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,2,Bunny,left,t03,t04,t03,0,8815,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,3,Dog,right,t11,t11,t21,0,7579,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,4,Mouse,left,t14,t14,t10,1,6511,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,5,Frog,right,t08,t08,t17,0,6780,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,6,Monkey,right,t22,t05,t22,1,6276,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,7,Sheep,left,t15,t15,t19,1,6324,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,8,Cat,right,t02,t02,t20,0,9229,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,9,Beaver,left,t18,t12,t18,0,9735,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_9_nov,2,dis_novelty,10,Tiger,right,t09,t07,t09,1,6972,2019-05-02,MM,keep,M,2016-10-08,2.5643835616438357,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,1,Cat,right,t20,t14,t20,1,6354,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,2,Pig,left,t06,t02,t06,0,7276,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,3,Bear,right,t15,t12,t15,1,10833,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,4,Beaver,left,t18,t13,t18,0,8823,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,5,Bunny,right,t07,t04,t07,1,6629,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,6,Mouse,right,t19,t11,t19,1,6901,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,7,Elephant,right,t22,t10,t22,1,6400,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,8,Sheep,left,t09,t03,t09,0,5310,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,9,Dog,left,t17,t01,t17,0,6696,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190502_10_nov,2,dis_novelty,10,Monkey,left,t21,t05,t21,0,6717,2019-05-02,MM,keep,M,2016-12-12,2.3863013698630136,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,1,Bunny,right,t15,t15,t22,0,23851,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,2,Tiger,right,t06,t06,t14,0,10104,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,3,Elephant,left,t11,t11,t20,1,8862,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,4,Bear,right,t21,t07,t21,1,9110,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,5,Mouse,left,t02,t02,t10,1,11125,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,6,Cat,left,t04,t04,t17,1,10390,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,7,Beaver,right,t09,t09,t18,0,8565,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,8,Monkey,left,t05,t05,t12,1,9150,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,9,Sheep,left,t16,t16,t19,1,7473,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_1_nov,2,dis_novelty,10,Frog,left,t08,t08,t13,1,10635,2019-05-03,MM,keep,F,2017-01-25,2.2684931506849315,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,1,Bunny,left,t15,t15,t02,1,11781,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,2,Bear,right,t12,t12,t20,0,7575,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,3,Pig,right,t06,t07,t06,1,8816,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,4,Sheep,right,t22,t13,t22,1,8089,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,5,Tiger,right,t14,t11,t14,1,8297,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,6,Elephant,left,t01,t08,t01,0,7370,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,7,Mouse,left,t19,t09,t19,0,8659,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,8,Cat,right,t18,t16,t18,1,8658,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,9,Dog,left,t04,t21,t04,0,7248,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190503_2_nov,2,dis_novelty,10,Frog,right,t03,t10,t03,1,9218,2019-05-03,MM,keep,F,2017-03-19,2.1232876712328768,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,1,Frog,right,t21,t13,t21,1,9508,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,2,Cat,right,t18,t14,t18,1,7025,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,3,Monkey,left,t12,t12,t22,1,8189,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,4,Bunny,left,t02,t02,t20,1,7599,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,5,Dog,right,t17,t11,t17,1,8839,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,6,Sheep,right,t19,t16,t19,1,6476,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,7,Mouse,left,t08,t08,t03,1,8226,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,8,Beaver,left,t15,t15,t04,1,8560,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,9,Bear,right,t01,t09,t01,1,10536,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
190504_1_nov,2,dis_novelty,10,Pig,right,t06,t10,t06,1,9836,2019-05-04,MM,keep,M,2017-02-08,2.232876712328767,TRUE,dis_novelty
180810_11_nov,3,novelty new,2,Bunny,right,t7,t7,t16,0,18485,2018-08-10,MM,keep,M,2015-07-05,3.1013698630136988,TRUE,dis_novelty_mcc
180810_11_nov,3,novelty new,4,Frog,left,t10,t10,t2,1,10734,2018-08-10,MM,keep,M,2015-07-05,3.1013698630136988,TRUE,dis_novelty_mcc
180810_11_nov,3,novelty new,6,Pig,left,t4,t4,t15,1,16489,2018-08-10,MM,keep,M,2015-07-05,3.1013698630136988,TRUE,dis_novelty_mcc
180810_11_nov,3,novelty new,8,Elephant,left,t14,t1,t14,0,11254,2018-08-10,MM,keep,M,2015-07-05,3.1013698630136988,TRUE,dis_novelty_mcc
180810_12_nov,4,novelty new,1,Elephant,right,t9,t1,t9,1,14226,2018-08-10,MM,keep,M,2013-11-25,4.7095890410958905,TRUE,dis_novelty_mcc
180810_12_nov,4,novelty new,3,Cat,right,t12,t16,t12,1,15171,2018-08-10,MM,keep,M,2013-11-25,4.7095890410958905,TRUE,dis_novelty_mcc
180810_12_nov,4,novelty new,6,Bear,left,t14,t14,t10,1,13540,2018-08-10,MM,keep,M,2013-11-25,4.7095890410958905,TRUE,dis_novelty_mcc
180810_12_nov,4,novelty new,8,Mouse,left,t2,t2,t17,1,12691,2018-08-10,MM,keep,M,2013-11-25,4.7095890410958905,TRUE,dis_novelty_mcc
180810_13_nov,3,novelty new,1,Frog,right,t5,t4,t5,1,19628,2018-08-10,MM,keep,F,2014-09-18,3.8958904109589043,TRUE,dis_novelty_mcc
180810_13_nov,3,novelty new,3,Beaver,left,t1,t1,t9,1,14229,2018-08-10,MM,keep,F,2014-09-18,3.8958904109589043,TRUE,dis_novelty_mcc
180810_13_nov,3,novelty new,5,Cat,left,t17,t12,t17,0,14372,2018-08-10,MM,keep,F,2014-09-18,3.8958904109589043,TRUE,dis_novelty_mcc
180810_13_nov,3,novelty new,8,Dog,right,t10,t3,t10,1,17124,2018-08-10,MM,keep,F,2014-09-18,3.8958904109589043,TRUE,dis_novelty_mcc
180810_14_nov,2,novelty new,1,Cat,left,t1,t10,t1,0,14003,2018-08-10,MM,keep,M,2015-09-25,2.8767123287671232,TRUE,dis_novelty_mcc
180810_14_nov,2,novelty new,3,Beaver,left,t3,t5,t3,0,8888,2018-08-10,MM,keep,M,2015-09-25,2.8767123287671232,TRUE,dis_novelty_mcc
180810_14_nov,2,novelty new,5,Sheep,left,t14,t9,t14,0,10341,2018-08-10,MM,keep,M,2015-09-25,2.8767123287671232,TRUE,dis_novelty_mcc
180810_14_nov,2,novelty new,8,Pig,right,t17,t16,t17,1,10948,2018-08-10,MM,keep,M,2015-09-25,2.8767123287671232,TRUE,dis_novelty_mcc
180810_15_nov,3,novelty new,2,Mouse,left,t3,t3,t8,1,18611,2018-08-10,MM,keep,F,2015-07-29,3.0356164383561643,TRUE,dis_novelty_mcc
180810_15_nov,3,novelty new,4,Pig,left,t1,t1,t17,1,16458,2018-08-10,MM,keep,F,2015-07-29,3.0356164383561643,TRUE,dis_novelty_mcc
180810_15_nov,3,novelty new,6,Monkey,left,t5,t5,t16,1,14345,2018-08-10,MM,keep,F,2015-07-29,3.0356164383561643,TRUE,dis_novelty_mcc
180810_15_nov,3,novelty new,8,Tiger,right,t9,t11,t9,1,15768,2018-08-10,MM,keep,F,2015-07-29,3.0356164383561643,TRUE,dis_novelty_mcc
180810_16_nov,3,novelty new,1,Frog,left,t10,t10,t6,1,17428,2018-08-10,MM,keep,F,2015-04-18,3.315068493150685,TRUE,dis_novelty_mcc
180810_16_nov,3,novelty new,4,Dog,right,t9,t9,t5,0,19129,2018-08-10,MM,keep,F,2015-04-18,3.315068493150685,TRUE,dis_novelty_mcc
180810_16_nov,3,novelty new,6,Mouse,left,t8,t14,t8,0,22463,2018-08-10,MM,keep,F,2015-04-18,3.315068493150685,TRUE,dis_novelty_mcc
180810_16_nov,3,novelty new,8,Beaver,right,t16,t1,t16,1,15589,2018-08-10,MM,keep,F,2015-04-18,3.315068493150685,TRUE,dis_novelty_mcc
180816_10_nov,3,novelty new,2,Cat,right,t3,t10,t3,1,13012,2018-08-16,MM,keep,M,2015-02-16,3.4986301369863013,TRUE,dis_novelty_mcc
180816_10_nov,3,novelty new,3,Elephant,left,t11,t11,t16,1,15607,2018-08-16,MM,keep,M,2015-02-16,3.4986301369863013,TRUE,dis_novelty_mcc
180816_10_nov,3,novelty new,6,Bunny,left,t14,t14,t4,1,12221,2018-08-16,MM,keep,M,2015-02-16,3.4986301369863013,TRUE,dis_novelty_mcc
180816_10_nov,3,novelty new,8,Frog,right,t12,t12,t2,0,11594,2018-08-16,MM,keep,M,2015-02-16,3.4986301369863013,TRUE,dis_novelty_mcc
180816_11_nov,3,novelty new,1,Sheep,right,t4,t3,t4,1,13766,2018-08-16,MM,keep,F,2014-12-20,3.6575342465753424,TRUE,dis_novelty_mcc
180816_11_nov,3,novelty new,4,Tiger,right,t10,t10,t1,0,14351,2018-08-16,MM,keep,F,2014-12-20,3.6575342465753424,TRUE,dis_novelty_mcc
180816_11_nov,3,novelty new,5,Beaver,left,t14,t14,t6,1,12853,2018-08-16,MM,keep,F,2014-12-20,3.6575342465753424,TRUE,dis_novelty_mcc
180816_11_nov,3,novelty new,8,Pig,right,t2,t16,t2,1,13978,2018-08-16,MM,keep,F,2014-12-20,3.6575342465753424,TRUE,dis_novelty_mcc
180816_12_nov,3,novelty new,2,Sheep,left,t17,t17,t3,1,16105,2018-08-16,MM,keep,M,2014-09-24,3.8958904109589043,TRUE,dis_novelty_mcc
180816_12_nov,3,novelty new,4,Beaver,right,t4,t10,t4,1,15497,2018-08-16,MM,keep,M,2014-09-24,3.8958904109589043,TRUE,dis_novelty_mcc
180816_12_nov,3,novelty new,5,Tiger,right,t1,t6,t1,1,12858,2018-08-16,MM,keep,M,2014-09-24,3.8958904109589043,TRUE,dis_novelty_mcc
180816_12_nov,3,novelty new,7,Cat,right,t12,t16,t12,1,10510,2018-08-16,MM,keep,M,2014-09-24,3.8958904109589043,TRUE,dis_novelty_mcc
180823_2_nov,2,novelty new,2,Frog,left,t3,t14,t3,0,15977,2018-08-23,MM,keep,F,2016-01-12,2.6136986301369864,TRUE,dis_novelty_mcc
180823_2_nov,2,novelty new,3,Cat,left,t5,t5,t6,1,15984,2018-08-23,MM,keep,F,2016-01-12,2.6136986301369864,TRUE,dis_novelty_mcc
180823_2_nov,2,novelty new,5,Beaver,right,t12,t16,t12,1,14690,2018-08-23,MM,keep,F,2016-01-12,2.6136986301369864,TRUE,dis_novelty_mcc
180823_2_nov,2,novelty new,7,Pig,right,t17,t10,t17,1,16151,2018-08-23,MM,keep,F,2016-01-12,2.6136986301369864,TRUE,dis_novelty_mcc
180823_4_nov,4,novelty new,2,Tiger,right,t2,t6,t2,1,14105,2018-08-23,MM,keep,F,2014-03-31,4.4,TRUE,dis_novelty_mcc
180823_4_nov,4,novelty new,4,Cat,left,t7,t7,t15,1,10382,2018-08-23,MM,keep,F,2014-03-31,4.4,TRUE,dis_novelty_mcc
180823_4_nov,4,novelty new,5,Monkey,left,t10,t10,t11,1,14899,2018-08-23,MM,keep,F,2014-03-31,4.4,TRUE,dis_novelty_mcc
180823_4_nov,4,novelty new,8,Sheep,left,t5,t5,t3,1,9347,2018-08-23,MM,keep,F,2014-03-31,4.4,TRUE,dis_novelty_mcc
180823_6_nov,4,novelty new,1,Bear,right,t5,t14,t5,1,16360,2018-08-23,MM,keep,M,2014-07-22,4.090410958904109,TRUE,dis_novelty_mcc
180823_6_nov,4,novelty new,3,Tiger,right,t9,t9,t6,0,16159,2018-08-23,MM,keep,M,2014-07-22,4.090410958904109,TRUE,dis_novelty_mcc
180823_6_nov,4,novelty new,6,Monkey,left,t10,t10,t3,1,9272,2018-08-23,MM,keep,M,2014-07-22,4.090410958904109,TRUE,dis_novelty_mcc
180823_6_nov,4,novelty new,7,Beaver,left,t8,t8,t7,1,9052,2018-08-23,MM,keep,M,2014-07-22,4.090410958904109,TRUE,dis_novelty_mcc
180823_8_nov,2,novelty new,2,Monkey,right,t12,t1,t12,1,11141,2018-08-23,MM,keep,F,2016-07-03,2.1397260273972605,TRUE,dis_novelty_mcc
180823_8_nov,2,novelty new,4,Tiger,right,t14,t11,t14,1,10608,2018-08-23,MM,keep,F,2016-07-03,2.1397260273972605,TRUE,dis_novelty_mcc
180823_8_nov,2,novelty new,5,Dog,left,t6,t9,t6,0,13077,2018-08-23,MM,keep,F,2016-07-03,2.1397260273972605,TRUE,dis_novelty_mcc
180823_8_nov,2,novelty new,7,Bear,right,t3,t7,t3,1,13705,2018-08-23,MM,keep,F,2016-07-03,2.1397260273972605,TRUE,dis_novelty_mcc
180823_12_nov,4,novelty new,2,Elephant,right,t4,t4,t7,0,15801,2018-08-23,MM,keep,M,2013-12-18,4.682191780821918,TRUE,dis_novelty_mcc
180823_12_nov,4,novelty new,4,Sheep,left,t12,t12,t15,1,14724,2018-08-23,MM,keep,M,2013-12-18,4.682191780821918,TRUE,dis_novelty_mcc
180823_12_nov,4,novelty new,5,Cat,right,t8,t2,t8,1,14069,2018-08-23,MM,keep,M,2013-12-18,4.682191780821918,TRUE,dis_novelty_mcc
180823_12_nov,4,novelty new,8,Tiger,left,t5,t1,t5,0,13786,2018-08-23,MM,keep,M,2013-12-18,4.682191780821918,TRUE,dis_novelty_mcc
180827_1_nov,2,novelty new,1,Cat,left,t11,t10,t11,0,15769,2018-08-27,MM,keep,F,2016-04-28,2.3315068493150686,TRUE,dis_novelty_mcc
